"0704.0929","Hyun Seok Yang","Hyun Seok Yang","Noncommutative Electromagnetism As A Large N Gauge Theory","25 pages; More clarifications, to appear in Eur. Phys. J. C","Eur.Phys.J.C64:445-457,2009","10.1140/epjc/s10052-009-1117-9","HU-EP-07/12","hep-th gr-qc hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We map noncommutative (NC) U(1) gauge theory on R^d_C X R^{2n}_{NC} to U(N ->
\infty) Yang-Mills theory on R^d_C, where R^d_C is a d-dimensional commutative
spacetime while R^{2n}_{NC} is a 2n-dimensional NC space. The resulting U(N)
Yang-Mills theory on R^d_C is equivalent to that obtained by the dimensional
reduction of (d+2n)-dimensional U(N) Yang-Mills theory onto R^d_C. We show that
the gauge-Higgs system (A_\mu,\Phi^a) in the U(N -> \infty) Yang-Mills theory
on R^d_C leads to an emergent geometry in the (d+2n)-dimensional spacetime
whose metric was determined by Ward a long time ago. In particular, the
10-dimensional gravity for d=4 and n=3 corresponds to the emergent geometry
arising from the 4-dimensional N=4 vector multiplet in the AdS/CFT duality. We
further elucidate the emergent gravity by showing that the gauge-Higgs system
(A_\mu,\Phi^a) in half-BPS configurations describes self-dual Einstein gravity.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 19:54:16 GMT""},{""version"":""v2"",""created"":""Fri, 20 Apr 2007 15:54:21 GMT""},{""version"":""v3"",""created"":""Mon, 3 Aug 2009 02:53:10 GMT""}]","2009-11-05"
"0704.1115","Stephen Pate","Stephen Pate","Strange Nucleon Form Factors from $ep$ and $\nu p$ Elastic Scattering","9 pages, 1 figure; Proceedings of the XXX Symposium on Nuclear
  Physics (Cocoyoc, Morelos, Mexico; 3-6 January 2007); to be published in a
  special issue of Revista Mexicana de Fisica","Revista Mexicana de Fisica, S 53, No. 6 (2007) 79-82",,,"hep-ex nucl-ex",,"  The recent parity-violating $ep$ forward-scattering elastic asymmetry data
from Jefferson Lab (HAPPEx and G0), when combined with the $\nu p$ elastic
cross section data from Brookhaven (E734), permit an extraction of the
strangeness contribution to the vector and axial nucleon form factors for
momentum transfers in the range $0.45 < Q^2 < 1.0$ GeV$^2$. These results,
combined with the recent determination of the strange vector form factors at
$Q^2 = 0.1$ GeV$^2$ (SAMPLE, HAPPEx, PVA4, G0) have been interpreted in terms
of $uuds\bar{s}$ configurations very different from the kaon-loop
configurations usually associated with strangeness in the nucleon. New
experiments are being proposed to improve the state of our knowledge of the
$\nu p$ elastic cross section -- these new experiments will push the range of
$Q^2$ to much lower values, and greatly increase the precision of the $\nu p$
elastic data. One outcome of this can be a measurement of the strangeness
contribution to the nucleon spin, $\Delta s$. Nuclear targets (e.g. C or Ar)
are to be used in these neutrino experiments, and so a deep understanding of
the nuclear physics, particularly in regard to final state effects, is needed
before the potential of these precision experiments can be fully realized.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 18:55:36 GMT""}]","2008-04-07"
"0704.1116","Montse Villar-Martin","M. Villar-Martin, S.F. Sanchez, A. Humphrey, M. Dijkstra, S. di Serego
  Alighieri, C. De Breuck, R. Gonzalez Delgado","VIMOS-VLT spectroscopy of the giant Ly-alpha nebulae associated with
  three z~2.5 radio galaxies","14 pages, 13 figures. Accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc.378:416-428,2007","10.1111/j.1365-2966.2007.11811.x",,"astro-ph",,"  The morphological and spectroscopic properties of the giant (>60 kpc)
Ly-alpha nebulae associated with three radio galaxies at z~2.5 (MRC 1558-003,
MRC 2025-218 and MRC 0140-257) have been investigated using integral field
spectroscopic data obtained with VIMOS on VLT.
  The morphologies are varied. The nebula of one source has a centrally peaked,
rounded appearance. In the other two objects, it consists of two spatial
components. The three nebulae are aligned with the radio axis within <30 deg.
The total Ly-alpha luminosities are in the range (0.3-3.4) x 1e44 erg s-1. The
Ly-alpha spectral profile shows strong variation through the nebulae, with FWHM
values in the range ~400-1500 km s-1 and velocity shifts V~120-600 km s-1.
  We present an infall model which can explain successfully most Ly-alpha
morphological and spectroscopic properties of the nebula associated with MRC
1558-003. This adds further support to our previous conclusion that the
_quiescent_ giant nebulae associated with this and other high redshift powerful
radio galaxies are in infall. A problem for this model is the difficulty to
reproduce the large Ly-alpha FWHM values.
  We have discovered a giant (~85 kpc) Ly-alpha nebula associated with the
radio galaxy MRC 0140-257 at z=2.64. It shows strikingly relaxed kinematics
(FWHM< 300 km s-1 and V<120 km s-1), unique among high z (>2) radio galaxies.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 16:04:05 GMT""}]","2009-06-23"
"0704.1121","Pinhas Grossman","Pinhas Grossman and Masaki Izumi","Classification of Noncommuting Quadrilaterals of Factors","80 pages, 147 figures, to appear in International Journal of
  Mathematics",,,,"math.OA",,"  A quadrilateral of factors is an irreducible inclusion of factors $N \subset
M$ with intermediate subfactors $P$ and $Q$ such that $P$ and $Q$ generate $M$
and the intersection of $P$ and $Q$ is $N$. We investigate the structure of a
non-commuting quadrilateral of factors with all the elementary inclusions
$P\subset M$, $Q\subset M$, $N\subset P$, and $N\subset Q$ 2-supertransitive.
In particular we classify such quadrilaterals with the indices of the
elementary subfactors less than or equal to 4. We also compute the angles
between $P$ and $Q$ for quadrilaterals coming from $\alpha$-induction and
asymptotic inclusions.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 16:04:49 GMT""},{""version"":""v2"",""created"":""Fri, 27 Apr 2007 15:46:59 GMT""}]","2007-05-23"
"0704.1122","Farzaneh Sheidaei","M. Khakian Ghomi, M. Bahmanabadi, F. Sheidaei, J. Samimi, A. Anvari","Investigation of Energy Spectrum of EGRET Gamma-ray Sources by an
  Extensive Air Shower Experiment",,,,,"astro-ph",,"  Ultra-High-Energy (UHE) ($E>100 $TeV) Extensive Air Showers (EASs) have been
monitored for a period of five years (1997-2003), using a small array of
scintillation detectors in Tehran, Iran. The data have been analyzed to take in
to account of the dependence of source counts on zenith angle. Because of
varying thickness of the overlaying atmosphere, the shower count rate is
extremely dependent on zenith angle. During a calendar year different sources
come in the field of view of the array at varying zenith angles and have
different effective observation time equivalent to zenith in a day. High energy
gamma-ray sources from the EGRET third catalogue where observed and the data
were analyzed using an excess method. Upper limits were obtained for 10 EGRET
sources. Then we investigated the EAS event rates for these 10 sources and
obtained a flux for each of them using parameters of our experiment results and
simulations. Finally we investigated the gamma-ray spectrum in the UHE range
using these fluxes with reported fluxes of the EGRET sources.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 16:07:10 GMT""}]","2007-05-23"
"0704.1123","Daniel Robb","D. T. Robb, P. A. Rikvold, A. Berger, and M. A. Novotny","Conjugate field and fluctuation-dissipation relation for the dynamic
  phase transition in the two-dimensional kinetic Ising model","revised version; 31 pages, 12 figures; accepted by Phys. Rev. E","Phys. Rev. E 76, 021124 (2007) (10 pages)","10.1103/PhysRevE.76.021124",,"cond-mat.stat-mech",,"  The two-dimensional kinetic Ising model, when exposed to an oscillating
applied magnetic field, has been shown to exhibit a nonequilibrium,
second-order dynamic phase transition (DPT), whose order parameter Q is the
period-averaged magnetization. It has been established that this DPT falls in
the same universality class as the equilibrium phase transition in the
two-dimensional Ising model in zero applied field. Here we study for the first
time the scaling of the dynamic order parameter with respect to a nonzero,
period-averaged, magnetic `bias' field, H_b, for a DPT produced by a
square-wave applied field. We find evidence that the scaling exponent,
\delta_d, of H_b at the critical period of the DPT is equal to the exponent for
the critical isotherm, \delta_e, in the equilibrium Ising model. This implies
that H_b is a significant component of the field conjugate to Q. A finite-size
scaling analysis of the dynamic order parameter above the critical period
provides further support for this result. We also demonstrate numerically that,
for a range of periods and values of H_b in the critical region, a
fluctuation-dissipation relation (FDR), with an effective temperature
T_{eff}(T, P, H_0) depending on the period, and possibly the temperature and
field amplitude, holds for the variables Q and H_b. This FDR justifies the use
of the scaled variance of Q as a proxy for the nonequilibrium susceptibility,
\partial<Q> / \partial H_b, in the critical region.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 16:07:40 GMT""},{""version"":""v2"",""created"":""Tue, 17 Jul 2007 22:47:16 GMT""}]","2007-09-12"
"0704.1124","Akikazu Hashimoto","Danny Dhokarh, Akikazu Hashimoto, and Sheikh Shajidul Haque","Non-commutativity and Open Strings Dynamics in Melvin Universes","12 pages, 1 figure, references added","JHEP0708:027,2007","10.1088/1126-6708/2007/08/027",,"hep-th",,"  We compute the Moyal phase factor for open strings ending on D3-branes
wrapping a NSNS Melvin universe in a decoupling limit explicitly using world
sheet formalism in cylindrical coordinates.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 16:23:01 GMT""},{""version"":""v2"",""created"":""Fri, 19 Oct 2007 16:02:40 GMT""}]","2008-11-26"
"0704.1125","Richard Lieu","Gerrit L. Verschuur","High Galactic Latitude Interstellar Neutral Hydrogen Structure and
  Associated (WMAP) High Frequency Continuum Emission","Revised version of ApJ submission",,"10.1086/522685",,"astro-ph",,"  Spatial associations have been found between interstellar neutral hydrogen
(HI) emission morphology and small-scale structure observed by the Wilkinson
Microwave Anisotropy Probe (WMAP) in an area bounded by l = 60 & 180 deg, b =
30 & 70 deg, which was the primary target for this study. This area is marked
by the presence of highly disturbed local HI and a preponderance of
intermediate- and high-velocity gas. The HI distribution toward the brightest
peaks in the WMAP Internal Linear Combination (ILC) map for this area is
examined and by comparing with a second area on the sky it is demonstrated that
the associations do not appear to be the result of chance coincidence. Close
examination of several of the associations reveals important new properties of
diffuse interstellar neutral hydrogen structure. In the case of high-velocity
cloud MI, the HI and WMAP ILC morphologies are similar and an excess of soft
X-ray emission and H-alpha emission have been reported for this feature. It is
suggested that the small angular-scale, high frequency continuum emission
observed by WMAP may be produced at the surfaces of HI features interacting one
another, or at the interface between moving HI structures and regions of
enhanced plasma density in the surrounding interstellar medium. It is possible
that dust grains play a role in producing the emission. However, the primary
purpose of this report is to draw attention to these apparent associations
without offering an unambiguous explanation as to the relevant emission
mechanism(s).
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 16:14:29 GMT""},{""version"":""v2"",""created"":""Mon, 23 Jul 2007 19:07:44 GMT""}]","2009-11-13"
"0704.1126","Tom Mackay","Tom G.Mackay (University of Edinburgh), Akhlesh Lakhtakia
  (Pennsylvania State University)","Negative- and positive-phase-velocity propagation in an isotropic chiral
  medium moving at constant velocity",,"Microwave Opt Technol Lett 49, 2640--2643 (2007)",,,"physics.optics",,"  Analysis of electromagnetic planewave propagation in a medium which is a
spatiotemporally homogeneous, temporally nonlocal, isotropic, chiral medium in
a co-moving frame of reference shows that the medium is both spatially and
temporally nonlocal with respect to all non-co-moving inertial frames of
reference. Using the Lorentz transformations of electric and magnetic fields,
we show that plane waves which have positive phase velocity in the co-moving
frame of reference can have negative phase velocity in certain non-co-moving
frames of reference. Similarly, plane waves which have negative phase velocity
in the co-moving frame can have positive phase velocity in certain
non-co-moving frames.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 16:29:50 GMT""}]","2007-09-24"
"0704.1127","Nour-Eddine Raouafi","N.-E. Raouafi and S. K. Solanki","Sensitivity of solar off-limb line profiles to electron density
  stratification and the velocity distribution anisotropy","11 pages; 11 figures","A&A, 445, 735, 2006","10.1051/0004-6361:20042568",,"astro-ph",,"  The effect of the electron density stratification on the intensity profiles
of the H I Ly-$\alpha$ line and the O VI and Mg X doublets formed in solar
coronal holes is investigated. We employ an analytical 2-D model of the large
scale coronal magnetic field that provides a good representation of the corona
at the minimum of solar activity. We use the mass-flux conservation equation to
determine the outflow speed of the solar wind at any location in the solar
corona and take into account the integration along the line of sight (LOS). The
main assumption we make is that no anisotropy in the kinetic temperature of the
coronal species is considered. We find that at distances greater than 1 Rsun
from the solar surface the widths of the emitted lines of O VI and Mg X are
sensitive to the details of the adopted electron density stratification.
However, Ly-$\alpha$, which is a pure radiative line, is hardly affected. The
calculated total intensities of Ly-$\alpha$ and the O VI doublet depend to a
lesser degree on the density stratification and are comparable to the observed
ones for most of the considered density models. The widths of the observed
profiles of Ly-$\alpha$ and Mg X are well reproduced by most of the considered
electron density stratifications, while for the O VI doublet only few
stratifications give satisfying results. The densities deduced from SOHO data
result in O VI profiles whose widths and intensity ratio are relatively close
to the values observed by UVCS although only isotropic velocity distributions
are employed. These density profiles also reproduce the other considered
observables with good accuracy. Thus the need for a strong anisotropy of the
velocity distribution (i.e. a temperature anisotropy) is not so clear cut as
previous investigations of UVCS data suggested. ...
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 16:32:14 GMT""}]","2007-05-23"
"0704.1128","Remus Nicoara","Wes Camp and Remus Nicoara","Subfactors and Hadamard Matrices",,,,,"math.OA",,"  To any complex Hadamard matrix H one associates a spin model commuting
square, and therefore a hyperfinite subfactor. The standard invariant of this
subfactor captures certain ""group-like"" symmetries of H. To gain some insight,
we compute the first few relative commutants of such subfactors for Hadamard
matrices of small dimensions. Also, we show that subfactors arising from Dita
type matrices have intermediate subfactors, and thus their standard invariants
have some extra structure besides the Jones projections.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 19:05:03 GMT""}]","2007-05-23"
"0704.1129","Pablo Rodriguez-Gil","P. Rodriguez-Gil, B. T. Gaensicke, H.-J. Hagen, S. Araujo-Betancor, A.
  Aungwerojwit, C. Allende Prieto, D. Boyd, J. Casares, D. Engels, O.
  Giannakis, E. T. Harlaftis, J. Kube, H. Lehto, I. G. Martinez-Pais, R.
  Schwarz, W. Skidmore, A. Staude, M. A. P. Torres","SW Sextantis stars: the dominant population of CVs with orbital periods
  between 3-4 hours","MNRAS, in press, 17 pages and 13 figures. Corrected object id typo in
  abstract: HS 0855+3822 should be HS 0805+3822","Mon.Not.Roy.Astron.Soc.377:1747-1762,2007","10.1111/j.1365-2966.2007.11743.x",,"astro-ph",,"  [Abridged] We present time-series optical photometry of five new CVs
identified by the Hamburg Quasar Survey. The eclipses observed in HS 0129+2933,
HS 0220+0603, and HS 0455+8315 provided very accurate orbital periods of
3.35129827(65), 3.58098501(34), and 3.56937674(26) h, respectively. HS
0805+3822 shows grazing eclipses and has a likely orbital period of 3.2169(2)
h. Time-resolved optical spectroscopy of the new CVs (with the exception of HS
0805+3822) is also presented. Radial velocity studies provided an orbital
period of 3.55 h for HS 1813+6122, which allowed us to identify the observed
photometric signal at 3.39 h as a negative superhump wave. The spectroscopic
behaviour clearly identifies these new CVs as new SW Sextantis stars. These new
additions increase the number of known SW Sex stars to 35. Almost 40 per cent
of the total SW Sex population do not show eclipses, invalidating the
requirement of eclipses as a defining characteristic of the class and the
models based on a high orbital inclination geometry alone. On the other hand,
the predominance of orbital periods in the narrow 3-4.5 h range is becoming
more pronounced. In fact, almost half the CVs which populate the 3-4.5 h period
interval are definite members of the class. These statistics are confirmed by
our results from the Hamburg Quasar Survey CVs. Remarkably, 54 per cent of the
Hamburg nova-like variables have been identified as SW Sex stars with orbital
periods in the 3-4.5 h range. The observation of this pile-up of systems close
to the upper boundary of the period gap is difficult to reconcile with the
standard theory of CV evolution, as the SW Sex stars are believed to have the
highest mass transfer rates among CVs. Finally, we review the full range of
common properties that the SW Sex stars exhibit.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 17:02:03 GMT""},{""version"":""v2"",""created"":""Wed, 11 Apr 2007 10:07:12 GMT""}]","2009-06-23"
"0704.1130","Antonio F. F. Teixeira","F. M. Paiva (1), A. F. F. Teixeira (2) ((1) Colegio Pedro II, (2)
  CBPF)","Relativeca Dopplera efekto \^ce unuforme akcelata movo -- II","6 pages, 10 figures, in Esperanto. English text on request.
  Portuguese/Esperanto text at
  ftp://ftp2.biblioteca.cbpf.br/pub/apub/2007/nf/nf_zip/nf01107.pdf",,,"CBPF-NF-011/07","physics.gen-ph physics.class-ph",,"  Extending physics/0701092, a light source of monochromatic radiation, in
rectilinear motion under constant proper acceleration, passes near an observer
at rest. In the context of special relativity, we describe the observed Doppler
effect. We describe also the interesting discontinuous effect when riding
through occurs. An English version of this article is available.
  -----
  Da^urigante physics/0701092, luma fonto de unukolora radiado ^ce rekta movo
^ce konstanta propra akcelo pasas preter restanta observanto. ^Ce la
special-relativeco, ni priskribas la observatan Doppleran efikon. Ni anka^u
priskribas la interesan nekontinuan efikon se trapaso okazas.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 17:04:19 GMT""}]","2008-10-15"
