"0709.3519","Iain W. Stewart","Andre H. Hoang, Iain W. Stewart","Designing Gapped Soft Functions for Jet Production","17 pages, 5 figures","Phys.Lett.B660:483-493,2008","10.1016/j.physletb.2008.01.040","MIT-CTP 3792, MPP-2007-135","hep-ph hep-th nucl-th",,"  Distributions in jet production often depend on a soft function, S, which
describes hadronic radiation between the jets. Near kinematic thresholds S
encodes nonperturbative information, while far from thresholds S can be
computed with an operator product expansion (OPE). We design soft functions for
jets that serve this dual purpose, reducing to the perturbative result in the
OPE region and to a consistent model in the nonperturbative region. We use the
MSbar scheme, and in both regions S displays the appropriate renormalization
group scale dependence. We point out that viable soft function models should
have a gap associated with the minimum hadronic energy deposit. This gap is
connected to the leading O(Lambda_QCD) renormalon ambiguity in jet event
shapes. By defining the gap in a suitable scheme we demonstrate that the
leading renormalon can be eliminated. This improves the convergence of
perturbative results, and also the stability by which non-perturbative
parameters encode the underlying soft physics.
","[{""version"":""v1"",""created"":""Mon, 24 Sep 2007 15:47:22 GMT""}]","2008-11-26"
"0709.3650","Antonio S\'a Barreto","Antonio Sa Barreto","A Support Theorem For The Radiation Fields On Asymptotically Euclidean
  Manifolds",,,,,"math.AP",,"  We prove a support theorem for the radiation fields on asymptotically
Euclidean manifolds with metrics which are warped products near infinity. It
generalizes to this setting the well known support theorem for the Radon
transform on n-dimensional Euclidean space.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 17:45:15 GMT""}]","2007-09-25"
"0709.3651","Ferenc Sz\""oll\H{o}si","Simone Severini, Ferenc Sz\""oll\H{o}si","A further look into combinatorial orthogonality","11 pages, some typos are corrected. To appear in The Electronic
  journal of Linear Algebra",,,,"math.CO quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Strongly quadrangular matrices have been introduced in the study of the
combinatorial properties of unitary matrices. It is known that if a (0,
1)-matrix supports a unitary then it is strongly quadrangular. However, the
converse is not necessarily true. In this paper, we fully classify strongly
quadrangular matrices up to degree 5. We prove that the smallest strongly
quadrangular matrices which do not support unitaries have exactly degree 5.
Further, we isolate two submatrices not allowing a (0, 1)-matrix to support
unitaries.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 18:32:50 GMT""},{""version"":""v2"",""created"":""Wed, 16 Jul 2008 21:39:33 GMT""}]","2008-07-17"
"0709.3652","Nikodem Poplawski","Nikodem J. Poplawski","Massive vectors from projective-invariance breaking","11 pages; published version. Invited article in special issue on
  torsion (V. Dvoeglazov, ed.)","Ann. Fond. Louis de Broglie 32 (2007) 335-353",,,"gr-qc hep-th math-ph math.MP",,"  A general affine connection has enough degrees of freedom to describe the
classical gravitational and electromagnetic fields in the metric-affine
formulation of gravity. The gravitational field is represented in the
Lagrangian by the symmetric part of the Ricci tensor and the classical
electromagnetic field can be represented by the tensor of homothetic curvature.
The simplest metric-affine Lagrangian that depends on the tensor of homothetic
curvature generates the Einstein-Maxwell equations for a massless vector.
Metric-affine Lagrangians with matter fields depending on the connection are
subject to an unphysical constraint because the symmetrized Ricci tensor is
projectively invariant while matter fields are not. We show that the appearance
of the tensor of homothetic curvature, which is not projectively invariant, in
the Lagrangian replaces this constraint with the Maxwell equations and restores
projective invariance of the total action. We also examine several constraints
on the torsion tensor to show that algebraic constraints on the torsion that
break projective invariance of the connection and impose projective invariance
on the tensor of homothetic curvature replace the massless vector with a
massive vector. We conclude that the metric-affine formulation of gravity
allows for a mechanism that generates masses of vectors, as it happens for
electroweak gauge bosons via spontaneous symmetry breaking.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 18:37:21 GMT""},{""version"":""v2"",""created"":""Sun, 2 Mar 2008 18:24:07 GMT""}]","2008-03-02"
"0709.3653","Mikhail Zverev","V. A. Khodel","Two Scenarios of the Quantum Critical Point","6 pages, added new discussion and 2 figures",,"10.1134/S0021364007230087",,"cond-mat.str-el",,"  Two different scenarios of the quantum critical point (QCP), a
zero-temperature instability of the Landau state, related to the divergence of
the effective mass, are investigated. Flaws of the standard scenario of the
QCP, where this divergence is attributed to the occurrence of some second-order
phase transition, are demonstrated. Salient features of a different {\it
topological} scenario of the QCP, associated with the emergence of bifurcation
points in equation $\epsilon(p)=\mu$ that ordinarily determines the Fermi
momentum, are analyzed. The topological scenario of the QCP is applied to
three-dimensional (3D) Fermi liquids with an attractive current-current
interaction.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 18:40:21 GMT""},{""version"":""v2"",""created"":""Thu, 11 Oct 2007 19:45:13 GMT""},{""version"":""v3"",""created"":""Fri, 26 Oct 2007 14:35:52 GMT""}]","2009-11-13"
"0709.3654","David Hanna","G. Maier, et al","VERITAS: Status and Latest Results","4 pages; contribution to the 30th International Cosmic Ray
  Conference, Merida, Mexico, July 2007_ new version with revised author list",,,,"astro-ph",,"  VERITAS is an atmospheric Cherenkov telescope array designed to study
astrophysi cal sources of very-high-energy gamma radiation. Located in southern
Arizona, USA, the array consists of four 12m-diameter imaging Cherenkov
telescopes. All four telescopes have been deployed at the basecamp of the
Whipple Observatory and began full operation in early 2007. This paper
describes the operational status of VERITAS, outlines the initial performance
parameters of the instrument, and presents the latest results that have been
obtained.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 19:00:10 GMT""},{""version"":""v2"",""created"":""Wed, 3 Oct 2007 16:04:50 GMT""}]","2007-10-03"
"0709.3655","Hong Xiao","H. Xiao, T. Hu, T. A. Sayles, M. B. Maple, C. C. Almasan","Nonlinear paramagnetic magnetization in the mixed state of CeCoIn_5","2 pages, 2 figures, conference",,"10.1016/j.physb.2007.10.254",,"cond-mat.str-el",,"  Torque and magnetization measurements in magnetic fields $H$ up to 14 T were
performed on CeCoIn$_5$ single crystals. The amplitude of the paramagnetic
torque shows an $H^{2.3}$ dependence in the mixed state and an $H^{2}$
dependence in the normal state. In addition, the mixed-state magnetizations for
both $H\parallel c$ and $H\parallel ab$ axes show anomalous behavior after the
subtraction of the corresponding paramagnetic contributions as linear
extrapolations of the normal-state magnetization. These experimental results
point towards a nonlinear paramagnetic magnetization in the mixed state of
CeCoIn$_5$, which is a result of the fact that both orbital and Pauli limiting
effects dominate in the mixed state.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 19:01:36 GMT""}]","2009-11-13"
"0709.3656","Yoshio Kikukawa","Daisuke Kadoh and Yoshio Kikukawa","A simple construction of fermion measure term in U(1) chiral lattice
  gauge theories with exact gauge invariance","25 pages, uses JHEP3.cls, the version to appear in JHEP","JHEP0802:063,2008","10.1088/1126-6708/2008/02/063","UT-KOMABA/07-16","hep-lat",,"  In the gauge invariant formulation of U(1) chiral lattice gauge theories
based on the Ginsparg-Wilson relation, the gauge field dependence of the
fermion measure is determined through the so-called measure term. We derive a
closed formula of the measure term on the finite volume lattice. The Wilson
line degrees of freedom (torons) of the link field are treated separately to
take care of the global integrability. The local counter term is explicitly
constructed with the local current associated with the cohomologically trivial
part of the gauge anomaly in a finite volume. The resulted formula is very
close to the known expression of the measure term in the infinite volume with a
single parameter integration, and would be useful in practical implementations.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 19:07:51 GMT""},{""version"":""v2"",""created"":""Thu, 4 Oct 2007 09:36:17 GMT""},{""version"":""v3"",""created"":""Fri, 14 Dec 2007 12:23:20 GMT""},{""version"":""v4"",""created"":""Mon, 18 Feb 2008 02:26:11 GMT""}]","2008-11-26"
"0709.3657","David Hanna","Pascal Fortin (for the VERITAS collaboration)","Observations of the high-frequency-peaked BL Lac object 1ES 1218+304
  with VERITAS","4 pages; contribution to the 30th International Cosmic Ray
  Conference, Merida, Mexico, July 2007",,,,"astro-ph",,"  The VERITAS collaboration has observed the high-frequency-peaked BL Lac
object 1ES 1218+304 using an array of several imaging Cherenkov telescopes
located at the Fred Lawrence Whipple Observatory in Southern Arizona. A
gamma-ray signal was detected with high significance for the observations taken
during several months in the 2006-2007 observing season. Here we present the
detection of 1ES 1218+304 in very-high-energy gamma rays.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 19:24:02 GMT""}]","2007-09-25"
"0709.3659","David Hanna","S.J. Fegan (for the VERITAS Collaboration)","Observations of Mrk 421 and Mrk 501 in Spring 2006 with VERITAS","4 pages; contribution to the 30th International Cosmic Ray
  Conference, Merida, Mexico, July 2007",,,,"astro-ph",,"  VERITAS, the Very Energetic Radiation Telescope Imaging Array System, is an
array of four imaging Atmospheric Cherenkov telescopes in southern Arizona. It
is sensitive to gamma rays at energies above 100 GeV. Here, we discuss the
results of observations of two well known VHE blazars, Markarian 421 and
Markarian 501, during Spring 2006 which were made with the first two telescopes
during the comissioning phase of VERITAS. During most of this time Mrk 421 was
in an unusually active state while Mrk 501 was in a much lower flux state. As
such, these observations provided an opportunity to test the sensitivity of the
instrument to strong and weak sources. We discuss implications of these
observations on our understanding of these objects.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 19:36:43 GMT""}]","2007-09-25"
"0709.3660","C. Denson Hill","C. Denson Hill, Jerzy Lewandowski, Pawel Nurowski","Einstein's equations and the embedding of 3-dimensional CR manifolds","This is the final version, accepted for publication in the Indiana
  University Mathematics Journal",,,,"math.DG math.AP math.CV",,"  We prove several theorems concerning the connection between the local CR
embeddability of 3-dimensional CR manifolds, and the existence of algebraically
special Maxwell and gravitational fields. We reduce the Einstein equations for
spacetimes associated with such fields to a system of CR invariant equations on
a 3-dimensional CR manifold defined by the fields. Using the reduced Einstein
equations we construct two independent CR functions for the corresponding CR
manifold. We also point out that the Einstein equations, imposed on spacetimes
associated with a 3-dimensional CR manifold, imply that the spacetime metric,
after an appropriate rescaling, becomes well defined on a circle bundle over
the CR manifold. The circle bundle itself emerges as a consequence of
Einstein's equations.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 19:47:09 GMT""},{""version"":""v2"",""created"":""Thu, 22 May 2008 18:41:50 GMT""}]","2008-05-22"
"0709.3661","David Hanna","Gernot Maier (for the VERITAS Collaboration)","Observation of LS I +61 303 with VERITAS","4 pages; contribution to the 30th International Cosmic Ray
  Conference, Merida, Mexico, July 2007",,,,"astro-ph",,"  The high mass X-ray binary LS I +61 303 has been observed over several months
in 2006 and 2007 with the VERITAS array of imaging air-Cherenkov telescopes. A
signal of high energy gamma rays with energies above 350 GeV is detected in
several orbital cycles of the binary system. The detected flux of gamma rays is
strongly variable with the orbital period of 26.5 days, while the maximum flux
(corresponding to about 10% of the flux of the Crab Nebula)is always found at
approximately apastron, suggesting a strong dependence of particle acceleration
and/or propagation on the relative position of the two objects in the system.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 19:48:54 GMT""}]","2007-09-25"
"0709.3662","Victor M. Yakovenko","Victor M. Yakovenko","Econophysics, Statistical Mechanics Approach to","24 pages, 11 figures, 151 citations. V.2: one reference added. V.3:
  many minor corrections, some references added. V.4: many minor stylistic
  corrections incorporated after receiving the proofs","Encyclopedia of Complexity and System Science, edited by R. A.
  Meyers, Springer, 1st edition 2009 ISBN 978-0-387-75888-6 (DOI
  10.1007/978-0-387-30440-3_169), 2nd edition 2022 ISBN 978-3-642-27737-5","10.1007/978-3-642-27737-5_169-2",,"q-fin.ST cond-mat.stat-mech physics.data-an physics.soc-ph stat.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This is a review article for Encyclopedia of Complexity and System Science,
to be published by Springer http://refworks.springer.com/complexity/. The paper
reviews statistical models for money, wealth, and income distributions
developed in the econophysics literature since late 1990s.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 19:53:00 GMT""},{""version"":""v2"",""created"":""Sat, 29 Sep 2007 23:27:26 GMT""},{""version"":""v3"",""created"":""Fri, 2 Nov 2007 21:35:52 GMT""},{""version"":""v4"",""created"":""Sun, 3 Aug 2008 22:51:55 GMT""}]","2023-06-06"
"0709.3663","David Hanna","Pierre Colin (for the VERITAS collaboration)","Observation of M87 with VERITAS","4 pages; contribution to the 30th International Cosmic Ray
  Conference, Merida, Mexico, July 2007",,,,"astro-ph",,"  The giant radio galaxy M87 is the only extragalactic non-blazar object which
has been detected as a source of very high energy gamma-rays. It represents a
unique opportunity to study the phenomena of gamma-ray emission from a nearby
AGN. In this paper we report preliminary results from the observations of M87
taken with the imaging atmospheric Cherenkov telescope array VERITAS in
February, March and April 2007. An excess of photons above an energy threshold
of 250 GeV is measured with a sta tistical significance of more than five
standard deviations.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 20:18:22 GMT""}]","2007-09-25"
"0709.3666","Bing Qi","Bing Qi, Lei-Lei Huang, Li Qian, Hoi-Kwong Lo","Experimental study on Gaussian-modulated coherent states quantum key
  distribution over standard telecom fiber","21 pages, 9 figures","Physical Review A 76 052323 (2007)","10.1103/PhysRevA.76.052323",,"quant-ph",,"  In this paper, we present a fully fiber-based one-way Quantum Key
Distribution (QKD) system implementing the Gaussian-Modulated Coherent States
(GMCS) protocol. The system employs a double Mach-Zehnder Interferometer (MZI)
configuration in which the weak quantum signal and the strong Local Oscillator
(LO) go through the same fiber between Alice and Bob, and are separated into
two paths inside Bob's terminal. To suppress the LO leakage into the signal
path, which is an important contribution to the excess noise, we implemented a
novel scheme combining polarization and frequency multiplexing, achieving an
extinction ratio of 70dB. To further minimize the system excess noise due to
phase drift of the double MZI, we propose that, instead of employing phase
feedback control, one simply let Alice remap her data by performing a rotation
operation. We further present noise analysis both theoretically and
experimentally. Our calculation shows that the combined polarization and
frequency multiplexing scheme can achieve better stability in practice than the
time-multiplexing scheme, because it allows one to use matched fiber lengths
for the signal and the LO paths on both sides of the double MZI, greatly
reducing the phase instability caused by unmatched fiber lengths. Our
experimental noise analysis quantifies the three main contributions to the
excess noise, which will be instructive to future studies of the GMCS QKD
systems. Finally, we demonstrate, under the ""realistic model"" in which Eve
cannot control the system within Bob's terminal, a secure key rate of
0.3bit/pulse over a 5km fiber link. This key rate is about two orders of
magnitude higher than that of a practical BB84 QKD system.
","[{""version"":""v1"",""created"":""Sun, 23 Sep 2007 20:49:33 GMT""}]","2009-11-13"
