"0709.4031","Jonathan Sondow","Jean-Paul Allouche, Jonathan Sondow","Infinite products with strongly $B$-multiplicative exponents","Updated [14] and journal reference","Annales Univ. Sci. Budapest. Sect. Comput. 28 (2008) 35-53. Errata
  32 (2010) 253",,,"math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $N_{1,B}(n)$ denote the number of ones in the $B$-ary expansion of an
integer $n$. Woods introduced the infinite product $P :=\prod_{n \geq 0}
(\frac{2n+1}{2n+2})^{(-1)^{N_{1,2}(n)}}$ and Robbins proved that $P =
1/\sqrt{2}$. Related products were studied by several authors. We show that a
trick for proving that $P^2 = 1/2$ (knowing that $P$ converges) can be extended
to evaluating new products with (generalized) strongly $B$-multiplicative
exponents. A simple example is $$ \prod_{n \geq 0}
(\frac{Bn+1}{Bn+2})^{(-1)^{N_{1,B}(n)}} = \frac{1}{\sqrt B}. $$
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:28:30 GMT""},{""version"":""v2"",""created"":""Sun, 27 Mar 2011 21:39:35 GMT""}]","2011-03-29"
"0709.4207","Guillermo Quintana-Lacaci","G. Quintana-Lacaci (1), F. Jim\'enez-Esteban (1), V. Bujarrabal (1),
  A. Castro-Carrizo (2), J. Alcolea (1) ((1)Observatorio Astron\'omico
  Nacional, (2)Institut de RadioAstronomie Millim\'etrique)","Deep study of the fast bipolar outflows in pre-PNe from CO mm-wave line
  emission","Poster contribution, published in Asymmetrical Planetary Nebulae IV",,,,"astro-ph",,"  High spatial resolution images of PNe have shown their extremely complex
morphology. However, the circumstellar envelopes of their progenitors, the AGB
stars, are strikingly spherical. In order to understand the carving processes
leading to axisymmetric nebulae, we are carrying out a study of a large sample
of pre-PNe. Our emission model of the nebular molecular gas (12CO & 13CO) will
allow us to determine important physical parameters (mass, linear momentum,
kinetic energy) of the fast bipolar and slow spherical nebular components
separately. We will study in an innovative way the properties for each source
individually, and put our results in an evolutionary context with the help of
the data obtained by us and collected from the literature.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:27:06 GMT""},{""version"":""v2"",""created"":""Tue, 15 Apr 2008 11:45:27 GMT""}]","2008-04-15"
"0709.4208","David Hanna","P. Cogan (for the VERITAS Collaboration)","Analysis of Flash ADC Data With VERITAS","4 pages; contribution to the 30th International Cosmic Ray
  Conference, Merida, Mexico, July 2007",,,,"astro-ph",,"  VERITAS employs a 12m segmented mirror and pixellated photomultiplier tube
camera to detect the brief pulse of Cherenkov radiation produced by the
extensive air shower initiated by a cosmic high-energy gamma ray. The VERITAS
data acquisition system consists of a 500 Mega-Sample-Per-Second custom-built
flash ADC system, which samples the Cherenkov light pulse every 2 nanoseconds.
The integrated charge in each flash ADC channel is proportional to the amount
of Cherenkov light incident on the corresponding photomultiplier tube. Accurate
reconstruction of the integrated charge is required for accurate energy
estimation and spectral reconstruction. A reliable calculation of the
integrated charge at low intensities can lead to a reduction in the energy
threshold of the system, and an increase in sensitivity. This paper
investigates and compares several approaches for evaluating the integrated
charge. The Cherenkov pulse timing information in the flash ADC readout has the
potential to assist in background rejection techniques. Various methods for
extracting the timing information are investigated and excellent timing
resolution is achieved.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 18:21:04 GMT""},{""version"":""v2"",""created"":""Thu, 27 Sep 2007 16:48:52 GMT""}]","2019-08-13"
"0709.4209","Gasper Tkacik","Gasper Tkacik, Curtis G Callan Jr, William Bialek","Information capacity of genetic regulatory elements","17 pages, 9 figures","Phys. Rev. E 78, 011910 (2008)","10.1103/PhysRevE.78.011910",,"q-bio.MN",,"  Changes in a cell's external or internal conditions are usually reflected in
the concentrations of the relevant transcription factors. These proteins in
turn modulate the expression levels of the genes under their control and
sometimes need to perform non-trivial computations that integrate several
inputs and affect multiple genes. At the same time, the activities of the
regulated genes would fluctuate even if the inputs were held fixed, as a
consequence of the intrinsic noise in the system, and such noise must
fundamentally limit the reliability of any genetic computation. Here we use
information theory to formalize the notion of information transmission in
simple genetic regulatory elements in the presence of physically realistic
noise sources. The dependence of this ""channel capacity"" on noise parameters,
cooperativity and cost of making signaling molecules is explored
systematically. We find that, at least in principle, capacities higher than one
bit should be achievable and that consequently genetic regulation is not
limited the use of binary, or ""on-off"", components.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:31:30 GMT""}]","2013-08-01"
"0709.4210","Sergei Sergeenkov","S. Sergeenkov, J. Mucha, M. Pekala, V. Drozd, M. Ausloos","Influence of Zeeman splitting and thermally excited polaron states on
  magneto-electrical and magneto-thermal properties of magnetoresistive
  polycrystalline manganite La_{0.8}Sr_{0.2}MnO_3","Accepted for publication in Journal of Applied Physics","J. Appl. Phys. 102, 083916 (2007)","10.1063/1.2802189",,"cond-mat.mtrl-sci",,"  Some possible connection between spin and charge degrees of freedom in
magneto-resistive manganites is investigated through a thorough experimental
study of the magnetic (AC susceptibility and DC magnetization) and transport
(resistivity and thermal conductivity) properties. Measurements are reported in
the case of well characterized polycrystalline La_{0.8}Sr_{0.2}MnO_3 samples.
The experimental results suggest rather strong field-induced polarization
effects in our material, clearly indicating the presence of ordered FM regions
inside the semiconducting phase. Using an analytical expression which fits the
spontaneous DC magnetization, the temperature and magnetic field dependences of
both electrical resistivity and thermal conductivity data are found to be well
reproduced through a universal scenario based on two mechanisms: (i) a
magnetization dependent spin polaron hopping influenced by a Zeeman splitting
effect, and (ii) properly defined thermally excited polaron states which have
to be taken into account in order to correctly describe the behavior of the
less conducting region. Using the experimentally found values of the magnetic
and electron localization temperatures, we obtain L=0.5nm and m_p=3.2m_e for
estimates of the localization length (size of the spin polaron) and effective
polaron mass, respectively.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:45:39 GMT""}]","2007-11-01"
"0709.4211","Paul P. Plucinsky","Paul P. Plucinsky, Benjamin Williams, Knox S. Long, Terrance J. Gaetz,
  Manami Sasaki, Wolfgang Pietsch, Ralph Tuellmann, Randall K. Smith, William
  P. Blair, David Helfand, John P. Hughes, P. Frank Winkler, Miguel de Avillez,
  Luciana Bianchi, Dieter Breitschwerdt, Richard J. Edgar, Parviz Ghavamian,
  Jonathan Grindlay, Frank Haberl, Robert Kirshner, Kip Kuntz, Tsevi Mazeh,
  Thomas G. Pannuti, Avi Shporer, and David A. Thilker","Chandra ACIS Survey of M33 (ChASeM33): A First Look","accepted for publication ApJS, full resolution images and complete
  tables available at http://hea-www.harvard.edu/vlp_m33_public/",,"10.1086/522942",,"astro-ph",,"  We present an overview of the Chandra ACIS Survey of M33 (ChASeM33): A Deep
Survey of the Nearest Face-on Spiral Galaxy. The 1.4 Ms survey covers the
galaxy out to $R \approx 18\arcmin (\approx 4$ kpc). These data provide the
most intensive, high spatial resolution assessment of the X-ray source
populations available for the confused inner regions of M33. Mosaic images of
the ChASeM33 observations show several hundred individual X-ray sources as well
as soft diffuse emission from the hot interstellar medium. Bright, extended
emission surrounds the nucleus and is also seen from the giant \hii regions NGC
604 and IC 131. Fainter extended emission and numerous individual sources
appear to trace the inner spiral structure. The initial source catalog, arising
from $\sim$~2/3 of the expected survey data, includes 394 sources significant
at the $3\sigma$ confidence level or greater, down to a limiting luminosity
(absorbed) of $\sim$1.6\ergs{35} (0.35 -- 8.0 keV). The hardness ratios of the
sources separate those with soft, thermal spectra such as supernova remnants
from those with hard, non-thermal spectra such as X-ray binaries and background
active galactic nuclei. Emission extended beyond the Chandra point spread
function is evident in 23 of the 394 sources. Cross-correlation of the ChASeM33
sources against previous catalogs of X-ray sources in M33 results in matches
for the vast majority of the brighter sources and shows 28 ChASeM33 sources
within 10\arcsec of supernova remnants identified by prior optical and radio
searches. This brings the total number of such associations to 31 out of 100
known supernova remnants in M33.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:02:28 GMT""}]","2009-11-13"
"0709.4212","Robert J. Gooding","X. Chen, P. W. Leung and R. J. Gooding","Exact diagonalization analysis of the Anderson-Hubbard model and
  comparison to real-space self-consistent Hartree-Fock solutions",,,,,"cond-mat.str-el cond-mat.dis-nn",,"  We have obtained the exact ground state wave functions of the
Anderson-Hubbard model for different electron fillings on a 4x4 lattice with
periodic boundary conditions - for 1/2 filling such ground states have roughly
166 million states. When compared to the uncorrelated ground states (Hubbard
interaction set to zero) we have found strong evidence of the very effective
screening of the charge homogeneities due to the Hubbard interaction. We have
successfully modelled these local charge densities using a non-interacting
model with a static screening of the impurity potentials. In addition, we have
compared such wave functions to self-consistent real-space unrestricted
Hartree-Fock solutions and have found that these approximate ground state wave
functions are remarkably successful at reproducing the local charge densities,
and may indicate the role of dipolar backflow in producing a novel metallic
state in two dimensions.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:56:15 GMT""},{""version"":""v2"",""created"":""Sat, 17 Nov 2007 20:26:13 GMT""}]","2007-11-17"
"0709.4213","Daniel Gr\""unewald","H. J. Pirner, D. Grunewald, E.-M. Ilgenfritz, E. V. Prokhvatilov","Hamiltonian Lattice QCD near the Light Cone","7 pages, 2 figures, Based on a talk given by H.J. Pirner at the XXV
  International Symposium on Lattice Field Theory, University of Regensburg,
  July 30 - August 4, 2007","PoSLAT2007:276,2007",,,"hep-lat",,"  We give a status report of our work on light cone Hamiltonian lattice QCD. We
have derived an effective Hamiltonian $H_{eff}$ which is only quadratic in the
momenta and therefore can be simulated by standard methods. For this
Hamiltonian we determine variationally an approximate ground state wave
functional in the light cone limit.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:12:17 GMT""},{""version"":""v2"",""created"":""Thu, 27 Sep 2007 09:47:45 GMT""}]","2009-04-14"
"0709.4214","Nuno Crokidakis","N. Crokidakis, F. D. Nobre","Destruction of first-order phase transition in a random-field Ising
  model","13 pages, 3 figures","J. Phys.: Condens. Matter 20, 145211 (2008)","10.1088/0953-8984/20/14/145211",,"cond-mat.dis-nn cond-mat.stat-mech",,"  The phase transitions that occur in an infinite-range-interaction Ising
ferromagnet in the presence of a double-Gaussian random magnetic field are
analyzed. Such random fields are defined as a superposition of two Gaussian
distributions, presenting the same width $\sigma$. Is is argued that this
distribution is more appropriate for a theoretical description of real systems
than its simpler particular cases, i.e., the bimodal ($\sigma=0$) and the
single Gaussian distributions. It is shown that a low-temperature first-order
phase transition may be destructed for increasing values of $\sigma$, similarly
to what happens in the compound $Fe_{x}Mg_{1-x}Cl_{2}$, whose
finite-temperature first-order phase transition is presumably destructed by an
increase in the field randomness.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:12:35 GMT""},{""version"":""v2"",""created"":""Fri, 7 Dec 2007 18:39:11 GMT""}]","2009-11-13"
"0709.4215","Gerard Schiffmann Prof","Avraham Aizenbud, Dmitry Gourevitch, Steve Rallis, G\'erard Schiffmann","Multiplicity one Theorems","A synthesis, with some simplified proofs, of arXiv:0705.2168v1 and
  arXiv:0707.2363v2","Annals of Mathematics, Vol. 172 (2010), No. 2, 1407-1434",,,"math.RT",,"  In the local, characteristic 0, non archimedean case, we consider
distributions on GL(n+1) which are invariant under the adjoint action of GL(n).
We prove that such distributions are invariant by transposition. This implies
that an admissible irreducible representation of GL(n+1), when restricted to
GL(n) decomposes with multiplicity one.
  Similar Theorems are obtained for orthogonal or unitary groups.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:15:46 GMT""}]","2010-11-30"
"0709.4216","Bernd-Jochen Schaefer","Bernd-Jochen Schaefer (Graz U.)","Critical structure of the QCD medium","10 pages, 3 figures; to appear in the proceedings of 4th
  International Workshop on 'Critical Point and Onset of Deconfinement'
  (CPOD2007), GSI Darmstadt, Germany, July 9-13 2007","PoSCPOD07:032,2007",,,"hep-ph",,"  Fluctuations in the vicinity of a phase transition are important but
neglected in mean-field theory. In order to assess the influence of such
fluctuations on the critical endpoint and the size of the critical region in
the QCD phase diagram, a mean-field calculation of a two-flavor quark-meson
model is compared with a renormalization group approach. However, due to the
lack of confinement in this effective model the equation of state near the
chiral phase transition is still unrealistic. A first improvement of this model
can be achieved by coupling quark degrees of freedom to the Polyakov loop,
consequently incorporating certain aspects of confinement. The influence of
these modifications on the resulting phase diagram is discussed.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:21:12 GMT""}]","2009-04-14"
"0709.4217","Charles Hill","Charles D. Hill, J. F. Ralph","Weak measurement and control of entanglement generation",,,"10.1103/PhysRevA.77.014305",,"quant-ph",,"  In this paper we show how weak joint measurement and local feedback can be
used to control entanglement generation between two qubits. To do this, we make
use of a decoherence free subspace (DFS). Weak measurement and feedback can be
used to drive the system into this subspace rapidly. Once within the subspace,
feedback can generate entanglement rapidly, or turn off entanglement generation
dynamically. We also consider, in the context of weak measurement, some of
differences between purification and generating entanglement.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:21:53 GMT""},{""version"":""v2"",""created"":""Mon, 28 Jan 2008 17:47:48 GMT""}]","2009-11-13"
"0709.4218","Marco Battaglia","Marco Battaglia, Dario Bisello, Devis Contarato, Peter Denes, Piero
  Giubilato, Lindsay Glesener, Chinh Vu","A Monolithic Pixel Sensor in 0.15 micron Fully Depleted SOI Technology","4 pages, 5 figures, submitted to Nuclear Instruments and Methods A","Nucl.Instrum.Meth.A583:526-528,2007","10.1016/j.nima.2007.09.042",,"physics.ins-det",,"  This letter presents the design of a monolithic pixel sensor with 10x10
micron^2 pixels in OKI 0.15 micron fully depleted SOI technology and first
results of its characterisation. The response of the chip to charged particles
has been studied on the 1.35 GeV electron beam at the LBNL ALS.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:28:55 GMT""}]","2008-11-26"
"0709.4219","George Seabroke","G. M. Seabroke, G. Gilmore, A. Siebert, O. Bienayme, J. Binney, J.
  Bland-Hawthorn, R. Campbell, K. C. Freeman, B. Gibson, E. K. Grebel, A.
  Helmi, U. Munari, J. F. Navarro, Q. A. Parker, A. Siviero, M. Steinmetz, F.
  G. Watson, R. F. G. Wyse, T. Zwitter, J. Penarrubia, M. C. Smith, M. Williams","Is the sky falling? Searching for stellar streams in the local Milky Way
  disc in the CORAVEL and RAVE surveys","Accepted for publication in MNRAS, 25 pages, 22 figures, 9 tables",,"10.1111/j.1365-2966.2007.12513.x",,"astro-ph",,"  We have searched for in-falling stellar streams on to the local Milky Way
disc in the CORAVEL and RAVE surveys. The CORAVEL survey consists of local
dwarf stars (Nordstrom et al. Geneva-Copenhagen survey) and local Famaey et al.
giant stars. We select RAVE stars with radial velocities that are sensitive to
the Galactic vertical space velocity (Galactic latitude b < -45 deg). Kuiper
statistics have been employed to test the symmetry of the Galactic vertical
velocity distribution functions in these samples for evidence of a net vertical
flow that could be associated with a (tidal?) stream of stars with vertically
coherent kinematics. In contrast to the `Field of Streams' found in the outer
halo, we find that the local volumes of the solar neighbourhood sampled by the
CORAVEL dwarfs (complete within ~3 x 10^-4 kpc^3), CORAVEL giants (complete
within ~5 x 10^-2 kpc^3) and RAVE (5-15% complete within ~8 kpc^3) are devoid
of any vertically coherent streams containing hundreds of stars. This is
sufficiently sensitive to allow our RAVE sample to rule out the passing of the
tidal stream of the disrupting Sagittarius (Sgr) dwarf galaxy through the solar
neighbourhood. This agrees with the most recent determination of its orbit and
dissociates it from the Helmi et al. halo stream. Our constraints on the
absence of the Sgr stream near the Sun could prove a useful tool for
discriminating between Galactic potential models. The lack of a net vertical
flow through the solar neighbourhood in the CORAVEL giants and RAVE samples
argues against the Virgo overdensity crossing the disc near the Sun. There are
no vertical streams in the CORAVEL giants and RAVE samples with stellar
densities >1.6 x 10^4 and 1.5 x 10^3 stars kpc^-3 respectively and therefore no
evidence for locally enhanced dark matter.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:31:53 GMT""}]","2009-11-13"
