"0710.1298","David Lehavi","I. Dolgachev and D. Lehavi","On isogenous principally polarized abelian surfaces","23 pages. corrected typos","AMS contemp. math. series, volume 465 (2008): Curves and abelian
  varieties, p 51-69.",,,"math.AG",,"  We study a relationship between two genus 2 curves whose jacobians are
isogenous with kernel equal to a maximal isotropic subspace of p-torsion points
with respect to the Weil pairing. For p = 3 we find an explicit relationship
between the set of Weierstrass points of the two curves extending the classical
results of F. Richelot (1837) and G. Humbert (1901) in the case p = 2.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 20:45:51 GMT""},{""version"":""v2"",""created"":""Fri, 4 Jan 2008 05:23:40 GMT""},{""version"":""v3"",""created"":""Sat, 8 Mar 2008 19:59:25 GMT""}]","2010-04-06"
"0710.1432","Takayuki Mizuno","Takayuki Mizuno, Masahiro Toriyama, Takao Terano, and Misako Takayasu","Pareto law of the expenditure of a person in convenience stores","8 pages, 3 figures, Proceedings of APFA6",,"10.1016/j.physa.2008.01.059",,"physics.soc-ph",,"  We study the statistical laws of the expenditure of a person in convenience
stores by analysing around 100 million receipts. The density function of
expenditure exhibits a fat tail that follows a power law. We observe the Pareto
principle where both the top 25% and 2% of the customers account for 80% and
25% of the store's sales, respectively. Using the Lorenz curve, the Gini
coefficient is estimated to be 0.70; this implies a strong economic inequality.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 16:38:52 GMT""}]","2009-11-13"
"0710.1433","Jean-Claude Vial","J.-C. Vial, H. Ebadi, A. Ajabshirizadeh","The Ly<alpha> and Ly<beta> profiles in solar prominences and prominence
  fine structure","Accepted in Solar Physics, 14 pages with 9 figures and 3 Tables",,"10.1007/s11207-007-9080-9",,"astro-ph",,"  We present the first combined Ly<alpha> and Ly<beta> profiles in solar
prominences obtained by the SOHO/SUMER instrument and discuss their important
spatial variability with respect to predictions from 1D and multithread models.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 16:58:45 GMT""}]","2009-11-13"
"0710.1434","Hajime Takami","Hajime Takami and Katsuhiko Sato","Estimation Prospects of the Source Number Density of Ultra-high-energy
  Cosmic Rays","19 pages, 8 figures, accepted for publication in Astroparticle
  Physics","Astropart.Phys.28:529-539,2008","10.1016/j.astropartphys.2007.10.001",,"astro-ph",,"  We discuss the possibility of accurately estimating the source number density
of ultra-high-energy cosmic rays (UHECRs) using small-scale anisotropy in their
arrival distribution. The arrival distribution has information on their source
and source distribution. We calculate the propagation of UHE protons in a
structured extragalactic magnetic field (EGMF) and simulate their arrival
distribution at the Earth using our previously developed method. The source
number density that can best reproduce observational results by Akeno Giant Air
Shower Array is estimated at about $10^{-5} {\rm Mpc}^{-3}$ in a simple source
model. Despite having large uncertainties of about one order of magnitude, due
to small number of observed events in current status, we find that more
detection of UHECRs in the Auger era can sufficiently decrease this so that the
source number density can be more robustly estimated. 200 event observation
above $4 \times 10^{19} {\rm eV}$ in a hemisphere can discriminate between
$10^{-5}$ and $10^{-6} {\rm Mpc}^{-3}$. Number of events to discriminate
between $10^{-4}$ and $10^{-5} {\rm Mpc}^{-3}$ is dependent on EGMF strength.
We also discuss the same in another source model in this paper.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 17:21:39 GMT""}]","2008-11-26"
"0710.1435","Michael Mahoney","Petros Drineas, Michael W. Mahoney, S. Muthukrishnan, and Tamas Sarlos","Faster Least Squares Approximation","25 pages; minor changes from previous version; this version will
  appear in Numerische Mathematik",,,,"cs.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Least squares approximation is a technique to find an approximate solution to
a system of linear equations that has no exact solution. In a typical setting,
one lets $n$ be the number of constraints and $d$ be the number of variables,
with $n \gg d$. Then, existing exact methods find a solution vector in
$O(nd^2)$ time. We present two randomized algorithms that provide very accurate
relative-error approximations to the optimal value and the solution vector of a
least squares approximation problem more rapidly than existing exact
algorithms. Both of our algorithms preprocess the data with the Randomized
Hadamard Transform. One then uniformly randomly samples constraints and solves
the smaller problem on those constraints, and the other performs a sparse
random projection and solves the smaller problem on those projected
coordinates. In both cases, solving the smaller problem provides relative-error
approximations, and, if $n$ is sufficiently larger than $d$, the approximate
solution can be computed in $O(nd \log d)$ time.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 17:37:37 GMT""},{""version"":""v2"",""created"":""Mon, 25 May 2009 23:01:43 GMT""},{""version"":""v3"",""created"":""Mon, 3 May 2010 06:55:54 GMT""},{""version"":""v4"",""created"":""Sun, 26 Sep 2010 18:36:00 GMT""}]","2010-09-28"
"0710.1436","Wojciech Wislicki","Ryszard Gokieli, Krzysztof Nawrocki, Adam Padee, Dorota Stojda, Karol
  Wawrzyniak, Wojciech Wislicki","Polish grid infrastructure for science and research","Proceeedings of IEEE Eurocon 2007, Warsaw, Poland, 9-12 Sep. 2007,
  p.446","2007, ISBN 1-4244-0813-X","10.1109/EURCON.2007.4400477",,"cs.DC hep-ex",,"  Structure, functionality, parameters and organization of the computing Grid
in Poland is described, mainly from the perspective of high-energy particle
physics community, currently its largest consumer and developer. It represents
distributed Tier-2 in the worldwide Grid infrastructure. It also provides
services and resources for data-intensive applications in other sciences.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 17:45:59 GMT""}]","2016-11-17"
"0710.1438","Gyula Pap","Gyula Pap","The accuracy of merging approximation in generalized St. Petersburg
  games","30 pages long version (to appear in Journal of Theoretical
  Probability); some corrected typos",,"10.1007/s10959-009-0247-1",,"math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Merging asymptotic expansions of arbitrary length are established for the
distribution functions and for the probabilities of suitably centered and
normalized cumulative winnings in a full sequence of generalized St. Petersburg
games, extending the short expansions due to Cs\""org\H{o}, S., Merging
asymptotic expansions in generalized St. Petersburg games, \textit{Acta Sci.
Math. (Szeged)} \textbf{73} 297--331, 2007. These expansions are given in terms
of suitably chosen members from the classes of subsequential semistable
infinitely divisible asymptotic distribution functions and certain derivatives
of these functions. The length of the expansion depends upon the tail
parameter. Both uniform and nonuniform bounds are presented.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 19:28:56 GMT""},{""version"":""v2"",""created"":""Mon, 26 Oct 2009 08:46:29 GMT""}]","2009-10-26"
"0710.1440","Giorgia Busso","Giorgia Busso and Sabine Moehler","The UV spectrum of the Galactic bulge","Revised version (typos corrected, bibliography corrected). 8 pages, 5
  figures, To appear in the proceedings of the Meeting on Hot Subdwarfs and
  Related Objects, Bamberg 2007",,,,"astro-ph",,"  The UV excess shown by elliptical galaxies in their spectra is believed to be
caused by evolved low-mass stars, in particular sdB stars. The stellar system
most similar to the ellipticals for age and metallicity, in which it is
possible to resolve these stars, is the bulge of our Galaxy. sdB star
candidates were observed in the color magnitude diagram of a bulge region by
Zoccali et al. (2003). The follow-up spectroscopic analysis of these stars
confirmed that most of these stars are bulge sdBs, while some candidates turned
out to be disk sdBs or cool stars. Both spectroscopic and photometric data and
a spectral library are used to construct the integrated spectrum of the
observed bulge region from the UV to the optical: the stars in the color
magnitude diagram are associated to the library spectra, on the basis of their
evolutionary status and temperature. The total integrated spectrum is obtained
as the sum of the spectra associated to the color magnitude diagram.
  The comparison of the obtained integrated spectrum with old single stellar
population synthetic spectra calculated by Bruzual & Charlot (2003) agrees with
age and metallicity of the bulge found by previous work. The bulge integrated
spectrum shows only a very weak UV excess, but a too strict selection of the
sample of the sdB star candidates in the color magnitude diagram and the
exclusion of post-Asymptotic Giant Branch stars could have influenced the
result.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 19:39:58 GMT""},{""version"":""v2"",""created"":""Fri, 12 Oct 2007 11:54:18 GMT""}]","2011-11-10"
"0710.1441","D. Delepine","D.Delepine (Universidad de Guanajuato), G.Faisel and S. Khalil (Ain
  Shams University & British University in Egypt)","SUSY R parity violation and CP asymmetry in semi-leptonic tau-decays","5 pages, 2 figures","Phys.Rev.D77:016003,2008","10.1103/PhysRevD.77.016003",,"hep-ph",,"  We analyze the CP violation in the semileptonic | \Delta S|=1 tau-decays in
supersymmetric extensions of the standard model (SM) with R parity violating
term. We show that the CP asymmetry of tau-decay is enhanced significantly and
the current experimental limits obtained by CLEO collaborations can be easily
accommodated. We argue that observing CP violation in semi leptonic tau-decay
would be a clear evidence for R-parity violating SUSY extension of the SM.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 22:59:26 GMT""}]","2008-12-18"
"0710.1442","Fedor Jelezko","A. Batalov, C. Zierl, T. Gaebel, P. Neumann, I.-Y. Chan, G.
  Balasubramanian, P. R. Hemmer, F. Jelezko, and J. Wrachtrup","Coherence properties of photons emitted by single defect centers in
  diamond","9 pages, 4 figures",,,,"quant-ph",,"  Photon interference among distant quantum emitters is a promising method to
generate large scale quantum networks. Interference is best achieved when
photons show long coherence times. For the nitrogen-vacancy defect center in
diamond we measure the coherence times of photons via optically induced Rabi
oscillations. Experiments reveal a close to Fourier transform (i.e. lifetime)
limited width of photons emitted even when averaged over minutes. The projected
contrast of two-photon interference (0.8) is high enough to envisage the
applications in quantum information processing. We report 12 and 7.8 ns excited
state lifetime depending on the spin state of the defect.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 20:24:15 GMT""}]","2007-10-09"
"0710.1444","Steven V. W. Beckwith","Steven V. W. Beckwith","Detecting Life-bearing Extra-solar Planets with Space Telescopes","15 pages, 6 figures, submitted to Ap. J",,"10.1086/590466",,"astro-ph",,"  One of the promising methods to search for life on extra-solar planets
(exoplanets) is to detect life's signatures in their atmospheres. Spectra of
exoplanet atmospheres at the modest resolution needed to search for oxygen,
carbon dioxide, water, and methane will demand large collecting areas and large
diameters to capture and isolate the light from planets in the habitable zones
around the stars. For telescopes using coronagraphs to isolate the light from
the planet, each doubling of telescope diameter will increase the available
sample of stars by an order of magnitude, indicating a high scientific return
if the technical difficulties of constructing very large space telescopes can
be overcome. For telescopes detecting atmospheric signatures of transiting
planets, the sample size increases only linearly with diameter, and the
available samples are probably too small to guarantee detection of life-bearing
planets. Using samples of nearby stars suitable for exoplanet searches, this
paper shows that the demands of searching for life with either technique will
require large telescopes, with diameters of order 10m or larger in space.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 21:34:58 GMT""},{""version"":""v2"",""created"":""Fri, 12 Oct 2007 00:24:00 GMT""},{""version"":""v3"",""created"":""Sat, 29 Mar 2008 17:24:54 GMT""}]","2009-11-13"
"0710.1445","Craig Westerland","Kate Gruher and Craig Westerland","String topology prospectra and Hochschild cohomology","19 pages. Comments welcome. References added, some statements
  clarified",,,,"math.AT math.QA",,"  We study string topology for classifying spaces of connected compact Lie
groups, drawing connections with Hochschild cohomology and equivariant homotopy
theory. First, for a compact Lie group $G$, we show that the string topology
prospectrum $LBG^{-TBG}$ is equivalent to the homotopy fixed-point prospectrum
for the conjugation action of $G$ on itself, $G^{hG}$. Dually, we identify
$LBG^{-ad}$ with the homotopy orbit spectrum $(DG)_{hG}$, and study ring and
co-ring structures on these spectra. Finally, we show that in homology, these
products may be identified with the Gerstenhaber cup product in the Hochschild
cohomology of $C^*(BG)$ and $C_*(G)$, respectively. These, in turn, are
isomorphic via Koszul duality.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 21:36:43 GMT""},{""version"":""v2"",""created"":""Sat, 10 Nov 2007 12:19:11 GMT""}]","2007-11-10"
"0710.1446","Yuri Serebrennikov","Yuri A. Serebrennikov","The quadrupole mechanism of hole spin relaxation","This version of the article is considerably extended",,"10.1016/j.physleta.2008.01.040",,"cond-mat.mes-hall",,"  For spin-3/2 holes the anisotropic part of the instantaneous Luttinger
Hamiltonian can be represented as an effective quadrupole coupling. We
investigate the hole spin relaxation process induced by nonadiabatic
fluctuations of this interaction. The obtained analytical solution of the
stochastic Liouville equation describes the polarization decay of spin-3/2
holes in all regimes of momentum scattering: from collision-dominated to
ballistic. Our results create the basis for quantitative interpretation of
recent experiments and elucidate the striking difference between the hole spin
relaxation process in bulk crystals and 2D semiconductor nanostructures.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 22:36:24 GMT""},{""version"":""v2"",""created"":""Tue, 18 Dec 2007 21:58:30 GMT""},{""version"":""v3"",""created"":""Tue, 8 Jan 2008 01:01:07 GMT""}]","2008-02-10"
"0710.1447","Jonathan Baugh","J. Baugh, J. Chamilliard, C. M. Chandrashekar, M. Ditty, A. Hubbard,
  R. Laflamme, M. Laforest, D. Maslov, O. Moussa, C. Negrevergne, M. Silva, S.
  Simmons, C. A. Ryan, D. G. Cory, J. S. Hodges, C. Ramanathan","Quantum information processing using nuclear and electron magnetic
  resonance: review and prospects","24 pages, 8 figures (to appear in Physics in Canada, Special Issue on
  Quantum Computing and Quantum Information, 2007)","Physics in Canada, Theme Issue - Quantum Computing and Quantum
  Information, Vol. 63, No. 4, 197-206, Oct.-Dec. 2007",,,"quant-ph",,"  This paper describes recent progress using nuclear magnetic resonance (NMR)
as a platform for implementing quantum information processing (QIP) tasks. The
basic ideas of NMR QIP are detailed, examining the successes and limitations of
liquid and solid state experiments. Finally, a future direction for
implementing quantum processors is suggested,utilizing both nuclear and
electron spin degrees of freedom.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 22:47:34 GMT""}]","2014-05-22"
"0710.1448","Giacomo Mauro D'Ariano","Giacomo Mauro D'Ariano","Operational axioms for C*-algebra representation of transformations","Work presented at the conference {\em Quantum Theory: Reconsideration
  of Foundations, 4} held on 11-16 June 2007 at the International Centre for
  Mathematical Modeling in Physics, Engineering and Cognitive Sciences, Vaxjo
  University, Sweden",,,,"quant-ph",,"  It is shown how a C*-algebra representation of the transformations of a
physical system can be derived from two operational postulates: 1) the
existence of dynamically independent systems}; 2) the existence of symmetric
faithful states. Both notions are crucial for the possibility of performing
experiments on the system, in preventing remote instantaneous influences and in
allowing calibration of apparatuses. The case of Quantum Mechanics is
thoroughly analyzed. The possibility that other no-signaling theories admit a
C*-algebra formulation is discussed.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 22:54:17 GMT""}]","2007-10-09"
"0710.1449","Leonardo Cosmai","Paolo Cea, Leonardo Cosmai, Massimo D'Elia","Perturbing QCD with external fields","contribution to the XXV International Symposium on Lattice Field
  Theory, July 30 - August 4 2007, Regensburg, Germany, 7 pages","PoSLAT2007:295,2007",,,"hep-lat",,"  We present some up-to-date results on QCD phase transition in a
chromomagnetic constant background field and in an abelian monopole background
field. Our results indicate that the QCD critical temperature is not modified
by a monopole background field, whilst it is modified by a constant
chromomagnetic field. We improve our earlier estimate of the QCD critical
parameters in a chromomagnetic background field by performing lattice
simulations with weaker fields.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 15:13:31 GMT""}]","2008-11-26"
"0710.1450","Sergei Kopeikin","S.M. Kopeikin (University of Missouri-Columbia, USA), E. Pavlis
  (JCET/UMBC - NASA Goddard, USA), D. Pavlis (SGT Inc., USA), V.A. Brumberg
  (Inst. Appl. Astron., Russia), A. Escapa (Univ. of Alicante, Spain), J.
  Getino (Univ. of Valladolid, Spain), A. Gusev (Kazan State University,
  Russia), J. Mueller (Leibniz University of Hannover, Germany), W.-T. Ni
  (Purple Mountain Observatory, China), N. Petrova (Kazan State University,
  Russia)","Prospects in the orbital and rotational dynamics of the Moon with the
  advent of sub-centimeter lunar laser ranging","26 pages, submitted to Proc. of ASTROCON-IV conference (Princeton
  Univ., NJ, 2007)","Adv.SpaceRes.42:1378-1390,2008","10.1016/j.asr.2008.02.014",,"gr-qc",,"  Lunar Laser Ranging (LLR) measurements are crucial for advanced exploration
of the laws of fundamental gravitational physics and geophysics. Current LLR
technology allows us to measure distances to the Moon with a precision
approaching 1 millimeter. As NASA pursues the vision of taking humans back to
the Moon, new, more precise laser ranging applications will be demanded,
including continuous tracking from more sites on Earth, placing new CCR arrays
on the Moon, and possibly installing other devices such as transponders, etc.
Successful achievement of this goal strongly demands further significant
improvement of the theoretical model of the orbital and rotational dynamics of
the Earth-Moon system. This model should inevitably be based on the theory of
general relativity, fully incorporate the relevant geophysical processes, lunar
librations, tides, and should rely upon the most recent standards and
recommendations of the IAU for data analysis. This paper discusses methods and
problems in developing such a mathematical model. The model will take into
account all the classical and relativistic effects in the orbital and
rotational motion of the Moon and Earth at the sub-centimeter level. The new
model will allow us to navigate a spacecraft precisely to a location on the
Moon. It will also greatly improve our understanding of the structure of the
lunar interior and the nature of the physical interaction at the core-mantle
interface layer. The new theory and upcoming millimeter LLR will give us the
means to perform one of the most precise fundamental tests of general
relativity in the solar system.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 01:11:26 GMT""}]","2008-11-26"
"0710.1451","Hacene Belbachir","Hac\'ene Belbachir (USTHB), Farid Bencherif (USTHB)","On some properties on bivariate Fibonacci and Lucas polynomials","9 pages",,,,"math.NT",,"  In this paper we generalize to bivariate polynomials of Fibonacci and Lucas,
properties obtained for Chebyshev polynomials. We prove that the coordinates of
the bivariate polynomials over appropriate basis are families of integers
satisfying remarkable recurrence relations.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 01:27:52 GMT""}]","2007-10-09"
