"0710.0873","Joseph Conlon","Joseph P. Conlon","Mirror Mediation","33 pages, 1 figure; v2: typos, references, minor corrections","JHEP 0803:025,2008","10.1088/1126-6708/2008/03/025","DAMTP-2007-86","hep-th hep-ph",,"  I show that the effective action of string compactifications has a structure
that can naturally solve the supersymmetric flavour and CP problems. At leading
order in the g_s and \alpha' expansions, the hidden sector factorises. The
moduli space splits into two mirror parts that depend on Kahler and complex
structure moduli. Holomorphy implies the flavour structure of the Yukawa
couplings arises in only one part. In type IIA string theory flavour arises
through the Kahler moduli sector and in type IIB flavour arises through the
complex structure moduli sector. This factorisation gives a simple solution to
the supersymmetric flavour and CP problems: flavour physics is generated in one
sector while supersymmetry is broken in the mirror sector. This mechanism does
not require the presence of gauge, gaugino or anomaly mediation and is
explicitly realised by phenomenological models of IIB flux compactifications.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:12:25 GMT""},{""version"":""v2"",""created"":""Tue, 9 Oct 2007 14:53:08 GMT""}]","2009-06-10"
"0710.1045","Markus Rei{\ss}","Frank Bauer, Markus Reiss","Regularization independent of the noise level: an analysis of
  quasi-optimality","18 pages, 3 figures",,"10.1088/0266-5611/24/5/055009",,"math.NA math.ST stat.TH",,"  The quasi-optimality criterion chooses the regularization parameter in
inverse problems without taking into account the noise level. This rule works
remarkably well in practice, although Bakushinskii has shown that there are
always counterexamples with very poor performance. We propose an average case
analysis of quasi-optimality for spectral cut-off estimators and we prove that
the quasi-optimality criterion determines estimators which are rate-optimal
{\em on average}. Its practical performance is illustrated with a calibration
problem from mathematical finance.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:26:01 GMT""}]","2009-11-13"
"0710.1046","Adam Parusinski","Satoshi Koike and Adam Parusinski","Blow-analytic equivalence of two variable real analytic function germs","7 figures",,,"University of Angers preprint no. 234, June 2007","math.AG",,"  Blow-analytic equivalence is a notion for real analytic function germs,
introduced by Tzee-Char Kuo in order to develop real analytic equisingularity
theory. In this paper we give complete characterisations of blow-analytic
equivalence in the two dimensional case: in terms of the real tree model for
the arrangement of real parts of Newton-Puiseux roots and their Puiseux pairs,
and in terms of minimal resolutions. These characterisations show that in the
two dimensional case the blow-analytic equivalence is a natural analogue of
topological equivalence of complex analytic function germs. Moreover, we show
that in the two-dimensional case the blow-analytic equivalence can be made
cascade, and hence satisfies several geometric properties. It preserves, for
instance, the contact orders of real analytic arcs.
  In the general $n$-dimensional case, we show that a singular real
modification satisfies the arc-lifting property.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:29:08 GMT""},{""version"":""v2"",""created"":""Fri, 18 Jan 2008 13:33:57 GMT""},{""version"":""v3"",""created"":""Fri, 11 Apr 2008 12:18:45 GMT""}]","2008-04-11"
"0710.1047","Alberto Robledo","A. Robledo","q-deformed statistical-mechanical structure in the dynamics of the
  Feigenbaum attractor","4 pages, 2 figures",,,,"cond-mat.stat-mech nlin.CD",,"  We show that the two complementary parts of the dynamics associated to the
Feigenbaum attractor, inside and towards the attractor, form together a q
-deformed statistical-mechanical structure. A time-dependent partition function
produced by summing distances between neighboring positions of the attractor
leads to a q-entropy that measures the fraction of ensemble trajectories still
away at a given time from the attractor (and the repellor). The values of the
q-indexes are given by the attractor's universal constants, while the
thermodynamic framework is closely related to that first developed for
multifractals.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:29:50 GMT""}]","2013-08-29"
"0710.1048","Phil Nelson","Philip C Nelson","Colloidal particle motion as a diagnostic of DNA conformational
  transitions","19pp. Accepted for publication in Curr Op Colloid Interf Science",,,,"q-bio.QM q-bio.BM",,"  Tethered particle motion is an experimental technique to monitor
conformational changes in single molecules of DNA in real time, by observing
the position fluctuations of a micrometer-size particle attached to the DNA.
This article reviews some recent work on theoretical problems inherent in the
interpretation of TPM experiments, both in equilibrium and dynamical aspects.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:35:06 GMT""}]","2007-10-05"
"0710.1049","Zornitza Daraktchieva","Z. Daraktchieva, C. Amsler, M. Avenier, C. Broggini, J. Busto, C.
  Cerna, F. Juget, D.H. Koang, J. Lamblin, D. Lebrun, O. Link, G. Puglierin, A.
  Stutz, A. Tadsen, J.-L. Vuilleumier, J.-M. Vuilleumier, V. Zacek","Low energy tracking and particles identification in the MUNU Time
  Projection Chamber at 1 bar. Possible application in low energy solar
  neutrino spectroscopy","19 pages, 9 figures (6 figures in color); Figure 10 has been deleted
  from [v1]. Additional paragraph has been included; Manuscript is submitted to
  Nuclear Inst. and Methods in Physics Research, A","J.Phys.G35:125107,2008","10.1088/0954-3899/35/12/125107",,"hep-ex",,"  In this paper we present the results from the measurements made with the MUNU
TPC at 1bar pressure of CF4 in the energy region below 1 MeV. Electron events
down to 80 keV are successfully measured. The electron energy and direction are
reconstructed for every contained single electron above 200 keV. As test the
137Cs photopeak is reconstructed by measuring both the energy and direction of
the Compton electrons in the TPC.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:35:35 GMT""},{""version"":""v2"",""created"":""Fri, 2 Nov 2007 18:09:06 GMT""}]","2008-11-26"
"0710.1050","Jonas Bj\""ornsson","Jonas Bjornsson, Stephen Hwang","On the unitarity of gauged non-compact WZNW strings","45 pages, 14 figures v2: typos corrected and minor changes to the
  text v3: typo corrected in eqs. (4.42), (4.43), (4.44) & (4.46), accepted for
  publication in Nucl. Phys. B, v4: typos corrected","Nucl.Phys.B797:464-498,2008","10.1016/j.nuclphysb.2007.11.027",,"hep-th",,"  In this paper we investigate the unitarity of gauged non-compact WZNW strings
i.e. string theories formulated as G/H' WZNW models, where G is a non-compact
group. These models represent string theories on non-trivial curved space-times
with one time-like component. We will prove that for the class of models
connected to Hermitian symmetric spaces, and a natural set of discrete highest
weight representations, the BRST formulation, in which the gauging is defined
through a BRST condition, yields unitarity. Unitarity requires the level times
the Dynkin index to be an integer, as well as integer valued highest weights
w.r.t. the compact subalgebra. We will also show that the BRST formulation is
not equivalent to the conventional GKO coset formulation, defined by imposing a
highest weight condition w.r.t. H'. The latter leads to non-unitary physical
string states.This is, to our knowledge, the first example of a fundamental
difference between the two formulations.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:36:26 GMT""},{""version"":""v2"",""created"":""Thu, 20 Dec 2007 13:43:18 GMT""},{""version"":""v3"",""created"":""Tue, 8 Jan 2008 15:53:26 GMT""},{""version"":""v4"",""created"":""Mon, 3 Mar 2008 12:10:32 GMT""}]","2008-11-26"
"0710.1051","Anders Knospe","A. G. Knospe (Yale University)","Charm Production at RHIC","To be published in the proceedings of CHARM07, Ithaca, NY, August
  2007, eConf C070805. RevTeX v4.0, 11 pages with 12 figures; Version 2:
  corrected metadata, slight changes in content for clarification, additional
  references regarding J/psi suppression","ECONF C070805:10,2007",,,"nucl-ex",,"  Observations by the PHENIX and STAR collaborations suggest that a strongly
coupled quark-gluon plasma is produced in heavy-ion collisions at the
Relativistic Heavy Ion Collider (RHIC). After a brief introduction to heavy-ion
physics, measurements of heavy-quark production in heavy-ion collisions and the
modification of heavy-quark spectra by the QGP are presented. Measurements of
the total charm cross-section in several different collision systems confirm
that charm quark-antiquark pairs are produced through parton hard-scattering in
the initial stages of the collisions. Non-photonic electrons (proxies for heavy
quarks) are suppressed by about a factor of 5 in central Au + Au collisions
relative to p + p collisions. This is larger than most current theoretical
predictions and has lead to a re-examination of heavy-quark energy loss in the
medium. The relative contributions of c and b decays to the non-photonic
electron spectrum have been predicted by perturbative QCD calculations; STAR
measurements of azimuthal correlation functions of non-photonic electrons and
hadrons agree with these predictions.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:37:55 GMT""},{""version"":""v2"",""created"":""Mon, 8 Oct 2007 18:58:06 GMT""}]","2011-06-15"
"0710.1052","Andrew Fletcher","Andrew S. Fletcher, Peter W. Shor, Moe Z. Win","Channel-Adapted Quantum Error Correction for the Amplitude Damping
  Channel","11 pages, 12 figures",,,,"quant-ph",,"  We consider error correction procedures designed specifically for the
amplitude damping channel. We analyze amplitude damping errors in the
stabilizer formalism. This analysis allows a generalization of the [4,1]
`approximate' amplitude damping code of quant-ph/9704002. We present this
generalization as a class of [2(M+1),M] codes and present quantum circuits for
encoding and recovery operations. We also present a [7,3] amplitude damping
code based on the classical Hamming code. All of these are stabilizer codes
whose encoding and recovery operations can be completely described with
Clifford group operations. Finally, we describe optimization options in which
recovery operations may be further adapted according to the damping probability
gamma.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:53:19 GMT""}]","2007-10-05"
"0710.1053","Vytautas Paskunas","Vytautas Paskunas","Extensions for supersingular representations of $GL_2(Q_p)$","This version contains more details. Sections 3 and 9 containing some
  background information are new. An appendix is added",,,,"math.RT math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $p>2$ be a prime number. Let $G:=GL_2(Q_p)$ and $\pi$, $\tau$ smooth
irreducible representations of $G$ on $\bar{F}_p$-vector spaces with a central
character. We show if $\pi$ is supersingular then $Ext^1_G(\tau,\pi)\neq 0$
implies $\tau\cong \pi$. This answers affirmatively for $p>2$ a question of
Colmez. We also determine $Ext^1_G(\tau,\pi)$, when $\pi$ is the Steinberg
representation. As a consequence of our results combined with those already in
the literature one knows $Ext^1_G(\tau,\pi)$ for all irreducible
representations of $G$.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:45:33 GMT""},{""version"":""v2"",""created"":""Wed, 7 Nov 2007 15:57:51 GMT""},{""version"":""v3"",""created"":""Tue, 5 Jan 2010 16:55:32 GMT""}]","2010-01-05"
"0710.1054","Kai Schwenzer","Reinhard Alkofer, Christian S. Fischer, Markus Q. Huber, Kai Schwenzer","Lower dimensional Yang-Mills theory as a laboratory to study the
  infrared regime","7 pages, 6 figures; talk presented at Lattice 2007","POSLAT2007:329,2007",,,"hep-ph hep-lat",,"  Lattice studies of the infrared regime of gauge theories are complicated by
the required extensive limits, the performed gauge fixing and the demand for
high statistics. Using a general power counting scheme for the infrared limit
of Landau gauge SU(N) Yang-Mills theory in arbitrary dimensions we show that
the infrared behavior of Greens functions is both qualitatively and
quantitatively similar in two, three and four spacetime dimensions. Therefore,
lower dimensional lattice simulations can serve as a simplified laboratory to
analyze the presently applied approximations and to obtain first results for
higher correlation functions.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 17:02:23 GMT""}]","2008-11-26"
"0710.1055","Ting Gao","Ting Gao, Feng-Li Yan, and You-Cheng Li","Optimal Controlled Teleportation","4 pages","Europhysics Letters, 84 (2008) 50001.","10.1209/0295-5075/84/50001",,"quant-ph",,"  We give the analytic expressions of maximal probabilities of successfully
controlled teleportating an unknown qubit via every kind of tripartite states.
Besides, another kind of localizable entanglement is also determined.
Furthermore, we give the sufficient and necessary condition that a three-qubit
state can be collapsed to an EPR pair by a measurement on one qubit, and
characterize the three-qubit states that can be used as quantum channel for
controlled teleporting a qubit of unknown information with unit probability and
with unit fidelity.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 17:04:10 GMT""}]","2009-11-13"
"0710.1056","S. Virmani","M. Hayashi, D. Markham, M. Murao, M. Owari, S. Virmani","Entanglement of multiparty stabilizer, symmetric, and antisymmetric
  states",,"Phys. Rev. A 77, 012104 (2008)","10.1103/PhysRevA.77.012104",,"quant-ph",,"  We study various distance-like entanglement measures of multipartite states
under certain symmetries. Using group averaging techniques we provide
conditions under which the relative entropy of entanglement, the geometric
measure of entanglement and the logarithmic robustness are equivalent. We
consider important classes of multiparty states, and in particular show that
these measures are equivalent for all stabilizer states, symmetric basis and
antisymmetric basis states. We rigorously prove a conjecture that the closest
product state of permutation symmetric states can always be chosen to be
permutation symmetric. This allows us to calculate the explicit values of
various entanglement measures for symmetric and antisymmetric basis states,
observing that antisymmetric states are generally more entangled. We use these
results to obtain a variety of interesting ensembles of quantum states for
which the optimal LOCC discrimination probability may be explicitly determined
and achieved. We also discuss applications to the construction of optimal
entanglement witnesses.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 17:14:26 GMT""},{""version"":""v2"",""created"":""Wed, 16 Jan 2008 17:59:01 GMT""}]","2008-01-16"
"0710.1057","Slawomir Wolski Mr","T. Paszkiewicz, S. Wolski","Elastic properties of cubic crystals: Every's versus Blackman's diagram","8 pages, 9 figures, presented on The Ninth International School on
  Theoretical Physics ""Symmetry and Structural Properties of Condensed Matter"",
  5 - 12 September 2007, Myczkowce, Poland",,"10.1088/1742-6596/104/1/012038",,"cond-mat.mtrl-sci cond-mat.other",,"  Blackman's diagram of two dimensionless ratios of elastic constants is
frequently used to correlate elastic properties of cubic crystals with
interatomic bondings. Every's diagram of a different set of two dimensionless
variables was used by us for classification of various properties of such
crystals. We compare these two ways of characterization of elastic properties
of cubic materials and consider the description of various groups of materials,
e.g. simple metals, oxides, and alkali halides. With exception of intermediate
valent compounds, the correlation coefficients for Every's diagrams of various
groups of materials are greater than for Blackaman's diagrams, revealing the
existence of a linear relationship between two dimensionless Every's variables.
Alignment of elements and compounds along lines of constant Poisson's ratio
$\nu(<100>,\textbf{m})$, ($\textbf{m}$ arbitrary perpendicular to <100>) is
observed. Division of the stability region in Blackman's diagram into region of
complete auxetics, auxetics and non-auxetics is introduced. Correlations of a
scaling and an acoustic anisotropy parameter are considered.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 17:34:10 GMT""}]","2009-11-13"
"0710.1058","Yearchuck Dmitry","D.Yearchuck, Y. Yerchak","Quantum-mechanical Landau-Lifshitz equation","6 pages; extended version",,,,"quant-ph",,"  Quantum-mechanical analogue of Landau-Lifshitz equation has been derived. It
has been established that Landau-Lifshitz equation is fundamental physical
equation underlying the dynamics of spectroscopic transitions and transitional
phenomena. New phenomenon is predicted: electrical spin wave resonance (ESWR)
being to be electrical analogue of magnetic spin wave resonance.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 17:52:36 GMT""},{""version"":""v2"",""created"":""Mon, 29 Oct 2007 08:34:58 GMT""},{""version"":""v3"",""created"":""Wed, 9 Jan 2008 18:26:23 GMT""}]","2008-01-09"
"0710.1059","Pietro Fre","Pietro Fr\'e and Alexander S. Sorin","The arrow of time and the Weyl group: all supergravity billiards are
  integrable","73 pages 34 figures. Research paper, not review",,,,"hep-th astro-ph nlin.SI",,"  In this paper we show that all supergravity billiards corresponding to
sigma-models on any U/H non compact-symmetric space and obtained by
compactifying supergravity to D=3 are fully integrable. The key point in
establishing the integration algorithm is provided by an upper triangular
embedding of the solvable Lie algebra associated with U/H into SL(N,R) which
always exists. In this context we establish a remarkable relation between the
arrow of time and the properties of the Weyl group. The asymptotic states of
the developing Universe are in one-to-one correspondence with the elements of
the Weyl group which is a property of the Tits Satake universality classes and
not of their single representatives. Furthermore the Weyl group admits a
natural ordering in terms of L(T), the number of reflections with respect to
the simple roots and the direction of time flows is always towards increasing
L(T), which plays the unexpected role of an entropy.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 17:49:24 GMT""}]","2008-07-09"
"0710.1060","Luis Fernando Alday","Luis F. Alday and Juan Maldacena","Comments on gluon scattering amplitudes via AdS/CFT","27 pages, 9 figures,v3:minor corrections","JHEP 0711:068,2007","10.1088/1126-6708/2007/11/068",,"hep-th",,"  In this article we consider n gluon color ordered, planar amplitudes in N=4
super Yang Mills at strong 't Hooft coupling. These amplitudes are approximated
by classical surfaces in AdS_5 space. We compute the value of the amplitude for
a particular kinematic configuration for a large number of gluons and find that
the result disagrees with a recent guess for the exact value of the amplitude.
Our results are still compatible with a possible relation between amplitudes
and Wilson loops.
  In addition, we also give a prescription for computing processes involving
local operators and asymptotic states with a fixed number of gluons. As a
byproduct, we also obtain a string theory prescription for computing the dual
of the ordinary Wilson loop, Tr P exp[ i\oint A ], with no couplings to the
scalars. We also evaluate the quark-antiquark potential at two loops.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 17:56:04 GMT""},{""version"":""v2"",""created"":""Thu, 4 Oct 2007 23:39:41 GMT""},{""version"":""v3"",""created"":""Mon, 15 Oct 2007 13:33:16 GMT""}]","2010-04-06"
